EllipticKiwi, 4261, 130, 4612, 1, 5.179457480516278, 4.112631553332456, Low Rating+NotFollowing
SmartCryptology, 4590, 373, 6786, 0, 4.921717709037672, 4.112631553332456, Low Rating+NotFollowing
gabrielazanfir, 13358, 1357, 16054, 1, 5.198744850109732, 4.112631553332456, Low Rating+NotFollowing
crypto_carsten, 1576, 354, 2084, 1, 3.9674506657552358, 4.112631553332456, Low Rating+NotFollowing
rodr_ric, 3921, 3070, 290, 31, 2.5686564647219763, 4.112631553332456, Low Rating+NotFollowing
RobTiffany, 28787, 20824, 91605, 0, 5.1025514317484735, 4.112631553332456, Low Rating+NotFollowing
vanivina9, 1359, 1384, 29848, 0, 4.466998602644528, 4.112631553332456, Low Rating+NotFollowing
guidaautonoma, 8161, 7775, 30232, 0, 4.501509859066014, 4.112631553332456, Low Rating+NotFollowing
SabineVdL, 36350, 11414, 41628, 0, 5.122452092871802, 4.112631553332456, Low Rating+NotFollowing
TheAdityaPatro, 6660, 2406, 41580, 0, 5.061063091161926, 4.112631553332456, Low Rating+NotFollowing
CioAmaro, 14026, 7880, 83592, 17, 5.172572333243051, 4.112631553332456, Low Rating+NotFollowing
rasangarocks, 56438, 56361, 33666, 0, 4.527784444207019, 4.112631553332456, Low Rating+NotFollowing
segundoatdell, 11419, 281, 5235, 44, 5.32783843906535, 4.112631553332456, Low Rating+NotFollowing
asokan_telecom, 6224, 2472, 34161, 1, 4.934551692934435, 4.112631553332456, Low Rating+NotFollowing
HeinzVHoenen, 48976, 6250, 11821, 0, 4.966757512242219, 4.112631553332456, Low Rating+NotFollowing
ShortTheFOMO, 7540, 848, 13190, 0, 5.069220289159426, 4.112631553332456, Low Rating+NotFollowing
globaliqx, 14824, 6822, 27922, 0, 4.783000213996294, 4.112631553332456, Low Rating+NotFollowing
pierrepinna, 57338, 54659, 96350, 0, 5.004632577387887, 4.112631553332456, Low Rating+NotFollowing
